2026-08-03 00:23:10.539042 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=807 gen=46
2026-08-03 00:23:12.588918 I VkSuggestions: strip composing typedLen=2 candidates=15 autocorrect=false top=len=2 locale=en token=809 gen=46
2026-08-03 00:23:12.766363 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=809 gen=46
2026-08-03 00:23:14.372137 I LatinIME: Restarting input. Cursor position = 0,0
2026-08-03 00:23:14.372208 I VkTyping: ▶ open restart=true pkg=len=18 inputType=524305
2026-08-03 00:23:14.582454 I LatinIME: hideWindow
2026-08-03 00:23:14.596298 I AdManager: Ads marked suspended (fast, no WebView/OMID touch)
2026-08-03 00:23:14.600692 I LatinIME: IME handoff begun
2026-08-03 00:23:14.604435 I LatinIME: onFinishInputView
2026-08-03 00:23:14.620512 I VkTextCorrection: rerank composing head len=8→len=1
2026-08-03 00:23:14.625874 I VkSuggestions: strip composing typedLen=0 candidates=13 autocorrect=false top=len=6 locale=en token=810 gen=46
2026-08-03 00:23:14.665376 I VkTyping: ○ hidden
2026-08-03 00:23:14.670143 I LatinIME: After IME hidden: cleanup complete
2026-08-03 00:23:14.823015 I LatinIME: onFinishInput
2026-08-03 00:23:14.969229 I LatinIME: requestHideSelf: 100
2026-08-03 00:23:15.850886 I LatinIME: Starting input. Cursor position = 0,0
2026-08-03 00:23:15.851015 I VkTyping: ▶ open restart=false pkg=len=18 inputType=180385
2026-08-03 00:23:16.309603 I VkLocaleAssets: preload predictors en-US
2026-08-03 00:23:16.423091 I VkNgram: merge locale=en prev=len=0 preds=8 contextual=0 assets=true
2026-08-03 00:23:16.423801 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=812 gen=46
2026-08-03 00:23:17.878357 I VkKeyPreview: show burst=1 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:18.002809 I VkKeyPreview: dismiss burst=1 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:18.002965 I VkKeyPress: keys pressed=549
2026-08-03 00:23:18.288079 I VkNgram: merge locale=en prev=len=2 preds=8 contextual=0 assets=true
2026-08-03 00:23:18.289193 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=815 gen=46
2026-08-03 00:23:19.277436 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=817 gen=46
2026-08-03 00:23:19.461556 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=817 gen=46
2026-08-03 00:23:20.076085 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=818 gen=46
2026-08-03 00:23:20.095819 I AdManager: resume-deferred fire suspended=false
2026-08-03 00:23:21.384624 I VkKeyPress: keys pressed=554
2026-08-03 00:23:21.418141 I VkKeyPreview: show burst=4 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:21.494529 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=820 gen=46
2026-08-03 00:23:21.514362 I VkKeyPreview: dismiss burst=4 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:21.639018 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=820 gen=46
2026-08-03 00:23:22.451036 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=false top=len=4 locale=en token=821 gen=46
2026-08-03 00:23:22.847735 I VkSuggestions: strip composing typedLen=6 candidates=14 autocorrect=false top=len=6 locale=en token=823 gen=46
2026-08-03 00:23:22.954469 I VkAutocorrect: kept (typing): len=6
2026-08-03 00:23:23.057614 I VkNgram: merge locale=en prev=len=6 preds=8 contextual=0 assets=true
2026-08-03 00:23:23.059005 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=824 gen=47
2026-08-03 00:23:24.772366 I VkKeyPress: keys pressed=560
2026-08-03 00:23:24.826959 I VkFastTyping: ○ stale typing fetch
2026-08-03 00:23:25.061033 I VkSuggestions: strip composing typedLen=5 candidates=15 autocorrect=false top=len=5 locale=en token=826 gen=47
2026-08-03 00:23:25.924804 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=false top=len=4 locale=en token=827 gen=47
2026-08-03 00:23:26.877015 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=828 gen=47
2026-08-03 00:23:28.253723 I VkKeyPreview: show burst=4 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:28.345858 I VkKeyPreview: dismiss burst=4 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:28.346041 I VkKeyPress: keys pressed=564
2026-08-03 00:23:28.457978 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=false top=len=4 locale=en token=829 gen=47
2026-08-03 00:23:28.759153 I VkSuggestions: strip composing typedLen=6 candidates=15 autocorrect=false top=len=6 locale=en token=831 gen=47
2026-08-03 00:23:29.285122 I VkAutocorrect: kept (typing): len=6
2026-08-03 00:23:29.387415 I VkTextCorrection: rerank prediction head len=3→len=1
2026-08-03 00:23:29.388402 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=1 locale=en token=832 gen=48
2026-08-03 00:23:29.757311 I VkSuggestions: strip composing typedLen=1 candidates=14 autocorrect=false top=len=1 locale=en token=834 gen=48
2026-08-03 00:23:29.767208 I VkAutocorrect: kept (typing): len=1
2026-08-03 00:23:29.869262 I VkNgram: merge locale=en prev=len=1 preds=8 contextual=8 assets=true
2026-08-03 00:23:29.870148 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=834 gen=49
2026-08-03 00:23:31.989746 I VkKeyPreview: show burst=4 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:32.091141 I VkKeyPreview: dismiss burst=4 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:32.091324 I VkKeyPress: keys pressed=570
2026-08-03 00:23:32.222018 I VkSuggestions: strip composing typedLen=1 candidates=14 autocorrect=false top=len=1 locale=en token=836 gen=49
2026-08-03 00:23:32.464219 I VkTextCorrection: threshold len=3→len=3 score=0,090 thr=0,140 ○
2026-08-03 00:23:32.465982 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=837 gen=49
2026-08-03 00:23:32.775433 I VkTextCorrection: threshold len=5→len=6 score=0,124 thr=0,140 ○
2026-08-03 00:23:32.776704 I VkSuggestions: strip composing typedLen=5 candidates=15 autocorrect=false top=len=5 locale=en token=839 gen=49
2026-08-03 00:23:33.094647 I VkTextCorrection: threshold len=6→len=6 score=0,248 thr=0,140 ✓
2026-08-03 00:23:33.096240 I VkAutocorrect: will correct: len=6 → len=6
2026-08-03 00:23:33.096359 I VkSuggestions: strip composing typedLen=6 candidates=15 autocorrect=true top=len=6 locale=en token=840 gen=49
2026-08-03 00:23:34.372929 I VkTextCorrection: threshold len=7→len=8 score=0,098 thr=0,140 ○
2026-08-03 00:23:34.374674 I VkSuggestions: strip composing typedLen=7 candidates=13 autocorrect=false top=len=7 locale=en token=841 gen=49
2026-08-03 00:23:35.077824 I VkAutocorrect: picked: len=8
2026-08-03 00:23:35.182030 I VkNgram: merge locale=en prev=len=8 preds=8 contextual=8 assets=true
2026-08-03 00:23:35.183909 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=841 gen=50
2026-08-03 00:23:35.410630 I VkKeyPreview: show burst=7 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:35.504831 I VkKeyPreview: dismiss burst=7 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:35.504909 I VkKeyPress: keys pressed=577
2026-08-03 00:23:35.638903 I VkSuggestions: strip composing typedLen=1 candidates=14 autocorrect=false top=len=1 locale=en token=843 gen=50
2026-08-03 00:23:35.758825 I VkTextCorrection: threshold len=2→len=4 score=0,193 thr=0,140 ✓
2026-08-03 00:23:35.760588 I VkAutocorrect: will correct: len=2 → len=4
2026-08-03 00:23:35.760764 I VkSuggestions: strip composing typedLen=2 candidates=15 autocorrect=true top=len=2 locale=en token=844 gen=50
2026-08-03 00:23:35.891147 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=844 gen=50
2026-08-03 00:23:36.865494 I VkAutocorrect: picked: len=4
2026-08-03 00:23:36.969819 I VkNgram: merge locale=en prev=len=4 preds=8 contextual=8 assets=true
2026-08-03 00:23:36.971732 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=844 gen=51
2026-08-03 00:23:38.048222 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=845 gen=51
2026-08-03 00:23:38.294820 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=847 gen=51
2026-08-03 00:23:38.482660 I VkTextCorrection: threshold len=3→len=3 score=0,139 thr=0,140 ○
2026-08-03 00:23:38.484309 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=847 gen=51
2026-08-03 00:23:38.955411 I VkKeyPress: keys pressed=583
2026-08-03 00:23:38.957511 I VkAutocorrect: kept (typing): len=3
2026-08-03 00:23:39.063944 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=5 locale=en token=848 gen=52
2026-08-03 00:23:39.879762 I VkKeyPreview: show burst=6 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:39.957372 I VkKeyPreview: dismiss burst=6 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:40.073613 I VkSuggestions: strip composing typedLen=1 candidates=11 autocorrect=false top=len=1 locale=en token=850 gen=52
2026-08-03 00:23:40.190852 I VkSuggestions: strip composing typedLen=2 candidates=12 autocorrect=false top=len=2 locale=en token=851 gen=52
2026-08-03 00:23:40.199322 I VkAutocorrect: kept (typing): len=2
2026-08-03 00:23:40.300720 I VkNgram: merge locale=en prev=len=2 preds=8 contextual=8 assets=true
2026-08-03 00:23:40.301736 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=4 locale=en token=851 gen=53
2026-08-03 00:23:40.631757 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=852 gen=53
2026-08-03 00:23:40.868860 I VkTextCorrection: threshold len=2→len=4 score=0,137 thr=0,140 ○
2026-08-03 00:23:40.871349 I VkSuggestions: strip composing typedLen=2 candidates=15 autocorrect=false top=len=2 locale=en token=853 gen=53
2026-08-03 00:23:41.132191 I VkTextCorrection: rerank composing head len=4→len=2
2026-08-03 00:23:41.132490 I VkTextCorrection: threshold len=4→len=2 score=0,000 thr=0,140 ○
2026-08-03 00:23:41.133699 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=false top=len=4 locale=en token=855 gen=53
2026-08-03 00:23:41.320792 I VkAutocorrect: kept (typing): len=4
2026-08-03 00:23:41.424894 I VkNgram: merge locale=en prev=len=4 preds=8 contextual=8 assets=true
2026-08-03 00:23:41.426303 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=856 gen=54
2026-08-03 00:23:42.327798 I VkKeyPress: keys pressed=592
2026-08-03 00:23:42.446487 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=857 gen=54
2026-08-03 00:23:42.638470 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=859 gen=54
2026-08-03 00:23:42.799537 I VkTextCorrection: threshold len=3→len=3 score=0,168 thr=0,140 ✓
2026-08-03 00:23:42.801816 I VkAutocorrect: will correct: len=3 → len=3
2026-08-03 00:23:42.802012 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=true top=len=3 locale=en token=860 gen=54
2026-08-03 00:23:42.907267 I VkKeyPreview: show burst=10 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:42.928248 I VkTextCorrection: threshold len=4→len=4 score=0,219 thr=0,140 ✓
2026-08-03 00:23:42.930140 I VkAutocorrect: will correct: len=4 → len=4
2026-08-03 00:23:42.930319 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=true top=len=4 locale=en token=861 gen=54
2026-08-03 00:23:42.971399 I VkKeyPreview: dismiss burst=10 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:43.088541 I VkTextCorrection: threshold len=5→len=5 score=0,013 thr=0,140 ○
2026-08-03 00:23:43.090308 I VkSuggestions: strip composing typedLen=5 candidates=15 autocorrect=false top=len=5 locale=en token=861 gen=54
2026-08-03 00:23:43.325156 I VkTextCorrection: threshold len=6→len=6 score=0,000 thr=0,140 ○
2026-08-03 00:23:43.326861 I VkSuggestions: strip composing typedLen=6 candidates=15 autocorrect=false top=len=6 locale=en token=863 gen=54
2026-08-03 00:23:43.472882 I VkTextCorrection: threshold len=7→len=7 score=0,049 thr=0,140 ○
2026-08-03 00:23:43.474528 I VkSuggestions: strip composing typedLen=7 candidates=15 autocorrect=false top=len=7 locale=en token=864 gen=54
2026-08-03 00:23:43.526104 I VkAutocorrect: kept (typing): len=7
2026-08-03 00:23:43.630522 I VkSuggestions: strip prediction typedLen=0 candidates=2 autocorrect=false top=len=5 locale=en token=864 gen=55
2026-08-03 00:23:44.371602 I VkSuggestions: strip composing typedLen=7 candidates=15 autocorrect=false top=len=7 locale=en token=865 gen=55
2026-08-03 00:23:44.618522 I VkSuggestions: strip composing typedLen=6 candidates=15 autocorrect=false top=len=6 locale=en token=867 gen=55
2026-08-03 00:23:44.759117 I VkSuggestions: strip composing typedLen=5 candidates=15 autocorrect=false top=len=5 locale=en token=868 gen=55
2026-08-03 00:23:44.928239 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=false top=len=4 locale=en token=869 gen=55
2026-08-03 00:23:45.098948 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=869 gen=55
2026-08-03 00:23:45.802630 I VkKeyPress: keys pressed=605
2026-08-03 00:23:45.920577 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=870 gen=55
2026-08-03 00:23:46.709183 I VkKeyPreview: show burst=3 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:46.788362 I VkKeyPreview: dismiss burst=3 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:46.911897 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=872 gen=55
2026-08-03 00:23:47.069791 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=false top=len=4 locale=en token=873 gen=55
2026-08-03 00:23:47.223868 I VkSuggestions: strip composing typedLen=5 candidates=15 autocorrect=false top=len=5 locale=en token=873 gen=55
2026-08-03 00:23:47.385743 I VkSuggestions: strip composing typedLen=6 candidates=15 autocorrect=false top=len=6 locale=en token=875 gen=55
2026-08-03 00:23:47.600260 I VkSuggestions: strip composing typedLen=7 candidates=15 autocorrect=false top=len=7 locale=en token=876 gen=55
2026-08-03 00:23:47.655422 I VkAutocorrect: kept (typing): len=7
2026-08-03 00:23:47.763323 I VkSuggestions: strip prediction typedLen=0 candidates=2 autocorrect=false top=len=5 locale=en token=876 gen=56
2026-08-03 00:23:48.493511 I VkSuggestions: strip composing typedLen=7 candidates=15 autocorrect=false top=len=7 locale=en token=877 gen=56
2026-08-03 00:23:48.707649 I VkSuggestions: strip composing typedLen=6 candidates=15 autocorrect=false top=len=6 locale=en token=879 gen=56
2026-08-03 00:23:48.863849 I VkSuggestions: strip composing typedLen=5 candidates=15 autocorrect=false top=len=5 locale=en token=879 gen=56
2026-08-03 00:23:49.621535 I VkKeyPress: keys pressed=615
2026-08-03 00:23:49.709892 I VkKeyPreview: show burst=6 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:49.731582 I VkSuggestions: strip composing typedLen=6 candidates=15 autocorrect=false top=len=6 locale=en token=881 gen=56
2026-08-03 00:23:49.795190 I VkKeyPreview: dismiss burst=6 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:49.906177 I VkSuggestions: strip composing typedLen=7 candidates=14 autocorrect=false top=len=7 locale=en token=881 gen=56
2026-08-03 00:23:50.012534 I VkAutocorrect: kept (typing): len=7
2026-08-03 00:23:50.115164 I VkNgram: merge locale=en prev=len=7 preds=8 contextual=8 assets=true
2026-08-03 00:23:50.116835 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=882 gen=57
2026-08-03 00:23:51.329022 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=885 gen=57
2026-08-03 00:23:51.516282 I VkTextCorrection: threshold len=3→len=6 score=0,151 thr=0,140 ✓
2026-08-03 00:23:51.516423 I VkAutocorrect: skipped: len=3 — expansion limit
2026-08-03 00:23:51.518111 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=885 gen=57
2026-08-03 00:23:51.829480 I VkTextCorrection: threshold len=5→len=7 score=0,067 thr=0,140 ○
2026-08-03 00:23:51.830463 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=false top=len=5 locale=en token=888 gen=57
2026-08-03 00:23:51.965716 I VkTextCorrection: threshold len=6→len=7 score=0,115 thr=0,140 ○
2026-08-03 00:23:51.967028 I VkSuggestions: strip composing typedLen=6 candidates=14 autocorrect=false top=len=6 locale=en token=888 gen=57
2026-08-03 00:23:52.060861 I VkAutocorrect: kept (typing): len=6
2026-08-03 00:23:52.166078 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=889 gen=58
2026-08-03 00:23:52.801751 I VkKeyPress: keys pressed=625
2026-08-03 00:23:52.870531 I VkSuggestions: strip composing typedLen=6 candidates=14 autocorrect=false top=len=6 locale=en token=890 gen=58
2026-08-03 00:23:53.092152 I VkSuggestions: strip composing typedLen=5 candidates=13 autocorrect=false top=len=5 locale=en token=892 gen=58
2026-08-03 00:23:53.236125 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=false top=len=4 locale=en token=893 gen=58
2026-08-03 00:23:53.404575 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=893 gen=58
2026-08-03 00:23:53.841168 I VkKeyPreview: show burst=7 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:53.951094 I VkKeyPreview: dismiss burst=7 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:54.065935 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=false top=len=4 locale=en token=894 gen=58
2026-08-03 00:23:54.283879 I VkSuggestions: strip composing typedLen=5 candidates=13 autocorrect=false top=len=5 locale=en token=895 gen=58
2026-08-03 00:23:54.991788 I VkAutocorrect: picked: len=7
2026-08-03 00:23:55.097942 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=895 gen=59
2026-08-03 00:23:57.234335 I VkKeyPreview: show burst=2 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:57.295375 I VkKeyPreview: dismiss burst=2 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:57.295576 I VkKeyPress: keys pressed=631
2026-08-03 00:23:57.436082 I VkTextCorrection: rerank composing head len=2→len=3
2026-08-03 00:23:57.437765 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=896 gen=59
2026-08-03 00:23:57.710704 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=897 gen=59
2026-08-03 00:23:57.926783 I VkTextCorrection: rerank composing head len=6→len=2
2026-08-03 00:23:57.927057 I VkTextCorrection: threshold len=3→len=2 score=0,000 thr=0,140 ○
2026-08-03 00:23:57.927935 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=898 gen=59
2026-08-03 00:23:58.166169 I VkAutocorrect: kept (typing): len=3
2026-08-03 00:23:58.269024 I VkNgram: contextual locale=en prev=len=3 → len=3, len=3, len=4
2026-08-03 00:23:58.269207 I VkNgram: merge locale=en prev=len=3 preds=8 contextual=5 assets=true
2026-08-03 00:23:58.270269 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=899 gen=60
2026-08-03 00:23:59.570061 I VkTextCorrection: rerank composing head len=6→len=2
2026-08-03 00:23:59.571413 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=901 gen=60
2026-08-03 00:23:59.782749 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=902 gen=60
2026-08-03 00:23:59.949952 I VkTextCorrection: rerank composing head len=2→len=3
2026-08-03 00:23:59.951646 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=903 gen=60
2026-08-03 00:24:00.110705 I VkNgram: merge locale=en prev=len=7 preds=8 contextual=8 assets=true
2026-08-03 00:24:00.111892 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=903 gen=60
2026-08-03 00:24:00.369156 I VkKeyPreview: show burst=3 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:00.464897 I VkKeyPreview: dismiss burst=3 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:00.465345 I VkKeyPress: keys pressed=639
2026-08-03 00:24:00.586583 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=904 gen=60
2026-08-03 00:24:00.872442 I VkTextCorrection: threshold len=3→len=3 score=0,454 thr=0,140 ✓
2026-08-03 00:24:00.873549 I VkAutocorrect: will correct: len=3 → len=3
2026-08-03 00:24:00.873653 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=true top=len=3 locale=en token=906 gen=60
2026-08-03 00:24:00.962541 I VkAutocorrect: committed (typing): len=3 → len=3
2026-08-03 00:24:01.065855 I VkNgram: contextual locale=en prev=len=3 → len=4, len=4, len=4
2026-08-03 00:24:01.066227 I VkNgram: merge locale=en prev=len=3 preds=8 contextual=5 assets=true
2026-08-03 00:24:01.066691 I VkTextCorrection: rerank prediction head len=7→len=4
2026-08-03 00:24:01.068146 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=4 locale=en token=907 gen=61
2026-08-03 00:24:02.099933 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=909 gen=61
2026-08-03 00:24:02.225 I VkTextCorrection: threshold len=2→len=2 score=0,225 thr=0,140 ✓
2026-08-03 00:24:02.226805 I VkAutocorrect: will correct: len=2 → len=2
2026-08-03 00:24:02.226940 I VkSuggestions: strip composing typedLen=2 candidates=12 autocorrect=true top=len=2 locale=en token=909 gen=61
2026-08-03 00:24:02.620140 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=911 gen=61
2026-08-03 00:24:02.770972 I VkNgram: contextual locale=en prev=len=3 → len=4, len=4, len=4
2026-08-03 00:24:02.771343 I VkTextCorrection: rerank prediction head len=7→len=4
2026-08-03 00:24:02.772338 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=4 locale=en token=912 gen=61
2026-08-03 00:24:02.841114 I VkTextCorrection: rerank composing head len=4→len=2
2026-08-03 00:24:02.842101 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=912 gen=61
2026-08-03 00:24:03.455161 I VkAutocorrect: kept (typing): len=3
2026-08-03 00:24:03.556891 I VkNgram: contextual locale=en prev=len=3 → len=4, len=4, len=4
2026-08-03 00:24:03.558261 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=7 locale=en token=913 gen=62
2026-08-03 00:24:03.876850 I VkKeyPreview: show burst=5 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:03.941788 I VkKeyPreview: dismiss burst=5 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:03.941985 I VkKeyPress: keys pressed=649
2026-08-03 00:24:04.066980 I VkTextCorrection: rerank composing head len=1→len=2
2026-08-03 00:24:04.068430 I VkSuggestions: strip composing typedLen=1 candidates=14 autocorrect=false top=len=1 locale=en token=915 gen=62
2026-08-03 00:24:04.305274 I VkTextCorrection: threshold len=3→len=3 score=0,099 thr=0,140 ○
2026-08-03 00:24:04.307093 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=917 gen=62
2026-08-03 00:24:04.493306 I VkTextCorrection: threshold len=4→len=4 score=0,043 thr=0,140 ○
2026-08-03 00:24:04.494882 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=false top=len=4 locale=en token=918 gen=62
2026-08-03 00:24:04.618037 I VkTextCorrection: threshold len=5→len=6 score=0,085 thr=0,140 ○
2026-08-03 00:24:04.619620 I VkSuggestions: strip composing typedLen=5 candidates=13 autocorrect=false top=len=5 locale=en token=918 gen=62
2026-08-03 00:24:05.646985 I VkTextCorrection: threshold len=6→len=6 score=0,072 thr=0,140 ○
2026-08-03 00:24:05.648960 I VkSuggestions: strip composing typedLen=6 candidates=14 autocorrect=false top=len=6 locale=en token=920 gen=62
2026-08-03 00:24:05.802577 I VkTextCorrection: threshold len=7→len=8 score=0,000 thr=0,140 ○
2026-08-03 00:24:05.803870 I VkSuggestions: strip composing typedLen=7 candidates=14 autocorrect=false top=len=7 locale=en token=921 gen=62
2026-08-03 00:24:05.962598 I VkTextCorrection: threshold len=8→len=8 score=0,005 thr=0,140 ○
2026-08-03 00:24:05.963958 I VkSuggestions: strip composing typedLen=8 candidates=15 autocorrect=false top=len=8 locale=en token=921 gen=62
2026-08-03 00:24:06.618024 I VkAutocorrect: picked: len=8
2026-08-03 00:24:06.725121 I VkNgram: merge locale=en prev=len=8 preds=8 contextual=8 assets=true
2026-08-03 00:24:06.727625 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=921 gen=63
2026-08-03 00:24:07.187603 I VkKeyPreview: show burst=8 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:07.308482 I VkKeyPreview: dismiss burst=8 last=key=printable reason=release pool showing=1 free=1
2026-08-03 00:24:07.308819 I VkKeyPress: keys pressed=657
2026-08-03 00:24:07.495229 I VkTextCorrection: threshold len=2→len=2 score=0,236 thr=0,140 ✓
2026-08-03 00:24:07.497650 I VkAutocorrect: will correct: len=2 → len=2
2026-08-03 00:24:07.497934 I VkSuggestions: strip composing typedLen=2 candidates=12 autocorrect=true top=len=2 locale=en token=923 gen=63
2026-08-03 00:24:07.711759 I VkTextCorrection: threshold len=3→len=3 score=0,105 thr=0,140 ○
2026-08-03 00:24:07.713462 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=924 gen=63
2026-08-03 00:24:08.994819 I VkTextCorrection: threshold len=2→len=2 score=0,236 thr=0,140 ✓
2026-08-03 00:24:08.996739 I VkAutocorrect: will correct: len=2 → len=2
2026-08-03 00:24:08.996927 I VkSuggestions: strip composing typedLen=2 candidates=12 autocorrect=true top=len=2 locale=en token=925 gen=63
2026-08-03 00:24:09.361287 I VkTextCorrection: rerank composing head len=1→len=2
2026-08-03 00:24:09.362937 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=926 gen=63
2026-08-03 00:24:09.747949 I VkAutocorrect: will correct: len=2 → len=2
2026-08-03 00:24:09.748109 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=true top=len=2 locale=en token=927 gen=63
